body,fichatecnica,localidad,price,title,url
"
NUEVA HYUNDAI H350 MINIBUSOPCIONES:HASTA 17 PASAJEROS ADULTOS O 25 PASAJEROS ESCOLARES!!ORIGEN: EUROPAGRAN CAPACIDAD / CALIDAD / DURABILIDAD / RENDIMIENTO / SEGURIDAD / CONFORTENTREGA INMEDIATA!!-PERMUTA- FINANCIACION:PROPIABANCARIA SIN INTERESES HASTA EL 50%MOTOR DIESEL (EURO V) 2.5 CRDi 170HP Y 422 NM DE TORQUE!!CAJA MANUAL DE 6 VELOCIDADESSEGURIDAD:DOBLE AIRBAGESP (CONTROL DE ESTABILIDAD)ABS + EBD CON FRENO DE DISCO EN LAS 4 RUEDASHBA (ASISTENTE HIDRAULICO A LA FRENADA)HAC (CONTROL DE ASISTENCIA EN PENDIENTES)ROM (MITIGADOR ANTIVUELCO)EDC (ANTIBLOQUEO POR FRENO DE MOTOR)LDWS (SISTEMA DE ALERTA DE MANTENIMIENTO DE CARRIL)ESS (SISTEMA DE ALERTA DE FRENADA DE EMERGENCIA)EQUIPAMIENTO:DIRECCIÓN HIDRÁULICA, AIRE ACONDICIONADO DUAL Y CALLEFACCION DUAL CON SALIDAS Y MANDOS INDEPENDIENTES, VIDRIOS ELÉCTRICOS, ESPEJOS ELECTRICOS CON DESEMPAÑADOR, BLOQUEO CENTRALIZADO CON MANDO A DISTANCIA, ESCALON AUTOMATCIO, CORTINAS EN SALON, FAROS CAMINEROS, LUCES DIURNAS, RADIO ORIGINAL USB + AUX IN, ASIENTO CONDUCTOR CALEFACCIONADO Y VELOCIDAD CRUCERO.PRECIOS Y VERSIONES:- SIN ASIENTOS USD 46.639 MAS IVA- 15 PASAJEROS MAS CHOFER USD 50.738 MAS IVA- 17 PASAJEROS MAS CHOFER USD 51.557 MAS IVA- ESCOLARES 25 ASIENTOS USD 54016 MAS IVA- CONSULTE POR OPCIÓN PARA AMBULANCIAGARANTIA 3 AÑOS O 100.000 KMSMANTENIMIENTO CADA 10.000 KMS!!WWW.AUTOSOLIVA.COMhttp://worldwide.hyundai.com/WW/Showroom/Commercial/Commercial/H350/PIP/index.htmlHORARIO: LUNES A VIERNES DE 9 A 19HS, SÁBADOS DE 10 A 13 HS
","

Año
2018


Kilómetros
0 km


Marca
Hyundai


Modelo
H1


Versión
H350 2.5 CRDi 170 HP MINIBUS VARIAS OPCIONES


Tipo de carrocería
Van


Motor
2.5 16V CRDI 170HP


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Malvin - Montevideo
",46.639,"
		Hyundai H1 H350 2.5 CRDi 170 HP MINIBUS VARIAS OPCIONES
	",https://auto.mercadolibre.com.uy/MLU-472754532-nueva-hyundai-h350-25crdi-170hp-minibus-con-varias-opciones-_JM#position=16&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Mitsubishi L200 diésel Motor 2.5Dirección HidráulicaCamioneta en excelente estado, servicios realizados en tiempo y forma.Documentación al día y pronta para transferirConsulte, no molesta.
","

Año
1996


Kilómetros
360.000 km


Marca
Mitsubishi


Modelo
L200


Versión
2.5 D/cab 4x2 Dh


Tipo de carrocería
Pick-Up


Motor
2.5


Potencia
100 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en San José - San José De Mayo - San José
",10.200,"
		Mitsubishi L200 2.5 D/cab 4x2 Dh
	",https://auto.mercadolibre.com.uy/MLU-472118519-mitsubishi-l200-25-dcab-4x2-dh-1996-_JM#position=36&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
MAZDA 2.2 CC. DIESEL 4X2 CABINA EXT, CON AIRE 4x2 9.900 dolaresEDGARDO KLEIST AUTOMOVILES099691333
","

Año
1996


Kilómetros
600.000 km


Marca
Mazda


Modelo
B2200


Versión
CABINA Y MEDIA


Tipo de carrocería
Pick-Up


Motor
2.2CC.


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Nueva Helvecia - Colonia
",9.900,"
		Mazda Cab.ext.
	",https://auto.mercadolibre.com.uy/MLU-472455263-mazda-cabext-_JM#position=44&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
ELIA GROUPCUAREIM 2030 ESQ. GUATEMALATEL. 2924 8988 - 2924 1819 - 094 543171 - 094 418657www.eliagroup.uyventas@eliagroup.uy
","

Año
2001


Kilómetros
211.000 km


Marca
Mercedes-Benz


Modelo
Clase E


Versión
TURBO DIESEL


Tipo de carrocería
Sedán


Motor
3.2 TURBO 197CV


Transmisión
Automática secuencial


Color
Azul marino


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Aguada - Montevideo
",27.900,"
		E320 Cdi At Elia Group
	",https://auto.mercadolibre.com.uy/MLU-463676751-e320-cdi-at-elia-group-_JM#position=26&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
NORMA DE EMISIÓN Euro IVINYECCIÓN DIRECTA TURBO INTERCOOLERDESPLAZAMIENTO (CC.)2,771 TORQUE (Nm/rpm)285 POTENCIA (HP)107 HPPESO EN VACÍO (Kg)1885 CAPACIDAD DE CARGA (Kg)1500 PESO BRUTO TOTAL (Kg)3385 NEUMÁTICOS DE SERIE215 / 70 R15LT DISTANCIA ENTRE EJES2835 MEDIDAS EXTERIORES (LxAxH) (mm)4944 x 1972 x 2215 MEDIDAS DE LA CAJA (LxAxH) (mm)2306 x 1742 x 1509CONTROL REMOTOALARMA ANTI-ROBOINTERRUPTOR DE ALARMA DE PUERTA LATERAL Y TRASERASEÑAL DE DESBLOQUEO DEL CINTURÓN DEL CONDUCTORVIGAS LATERALES REFORZADASPARABRISAS FRONTAL CON VIDRIO UVLIMPIAPARABRISAS AJUSTABLES INTERMITENTES FRONTALESGRUPOALER CAMINO CARRASCO 5033ASESOR DE VENTAS - 095 845 698
","

Año
2020


Kilómetros
0 km


Marca
JMC


Modelo
N520


Versión
Full


Tipo de carrocería
Van


Motor
2.8


Transmisión
Manual


Color
GRIS PLATA


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Carrasco Norte - Montevideo
",19.990,"
		Nueva Jmc Touring Cargo Box - Grupoaler
	",https://auto.mercadolibre.com.uy/MLU-472831834-nueva-jmc-touring-cargo-box-grupoaler-_JM#position=47&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
COSTO LEASING. MOTOR 2.0 TDI 147 HP – DIRECCION HIDRAULICA + ABS + EBD + BA +CONTROL DE ESTABILIDAD + CONTROL DE TRACCION – 6 ARIBAG– ISOFIX – CLIMATIZADOR AUTOMATICO – COMPUTADORA DE ABORDO – CONTROL CRUCERO – SISTEMA MONITOREO PRESION DENEUMÁTICOS – CAMARA DE REVERSA – BLOQUEO DE PUERTAS –ALZA CRISTALES ELECTRICOS – ESPEJOS ELÉCTRICOS ABATIBLES –LLANTAS DE ALEACION R16 – COMANDO DE AUDIO AL VOLANTE –VOLANTE REVESTIDO EN CUERO – ASIENTO CONDUCTOR REGULABLEELECTRICAMENTE – ASIENTOS DE CUERO – FAROS ANTINIEBLADELANTEROS – INMOVILIZADOR – LUNETA TERMICA – PROTECTOR DECAJA – RADIO CD – AUX – USB - BLUETOOTH
","

Año
2019


Kilómetros
0 km


Marca
Great Wall


Modelo
Wingle 6


Versión
2.0 TDI 148HP 4X2


Tipo de carrocería
Off-Road


Transmisión
Manual


Color
blaco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Aguada - Montevideo
",22.942,"
		Wingle 6 4x2 Doble Cabina Dignity Diesel 2.0 Tdi
	",https://auto.mercadolibre.com.uy/MLU-465013171-wingle-6-4x2-doble-cabina-dignity-diesel-20-tdi-_JM#position=27&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Hyundai H-1 Grand Starex Furgon Diesel 2.5 Año 2020 0 km - USD 37.900.(Consultar disponibilidad de colores)Equipamiento:Motor 2497 cc. Diesel • Potencia máxima 170 HP • Transmisión Manual de 5 Velocidades • Dirección Eléctrica.Airbag conductor • Airbag pasajero • Barra anti-vuelco • Cinturones inerciales delanteros • Frenos ABS • Llave codificada • Aire acondicionado • Apertura remota de puertas • Cierre centralizado de puertas • Cristales eléctricos • Paragolpes pintados • Porta vasos • AM/FMFicha técnica: http://specs.multiaviso.com/e5vc23agGarantíaGarantía de 5 años libre de kilometraje con el respaldo de postventa brindado por Nacho Inciarte Automóviles como concesionario y servicio oficial Hyundai.Financiación- Bancaria: A sola firma hasta el 80% del valor del vehículo y hasta en 48 cuotas en Pesos, Unidades Indexadas ó Dólares (sujeto a aprobación crediticia).- Propia: Hasta el 50% del valor del vehículo y hasta en 48 cuotas en Pesos ó Dólares.Consulta el valor de la cuota.PermutasAceptamos vehículos usados de todas las marcas como forma de pago, consulte sin compromiso.GestoríaContamos con Gestoría, Corredor de Seguro de todas las compañías y Escribanía propia para realizar la compra de su vehículo.Nacho Inciarte Automóviles Tel: 098 692182 / 2604 4821 WhatsApp: 098 692182 Av. de las Américas 5022. Parque Miramar, Canelones. Lun. a Vie. 9 a 13 y 14:30 a 18:30 hs. www.nachoinciarte.comPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Hyundai


Modelo
H1


Versión
Grand Starex Furgon Diesel


Tipo de carrocería
Furgón


Motor
2.5


Potencia
170 hp


Transmisión
Manual


Color
Plateado


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Barra De Carrasco - Canelones
",37.900,"
		Hyundai H1 Grand Starex Furgon Diesel
	",https://auto.mercadolibre.com.uy/MLU-469069492-hyundai-h-1-grand-starex-furgon-diesel-25-2020-0km-_JM#position=10&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Toyota Hilux SRV 4X4 2020 2800 cc. 0 km - USD 62.990.Colores disponibles: Blanco, Gris plata, Gris grafito, Rojo y Negro.Diesel • Dirección Asistida • Transmisión Manual • 4 puertas • Potencia máxima 177 HP.Airbag conductor • Airbag pasajero • Airbag de cortina • Airbag laterales • Alarma • Apoya cabeza asientos traseros • Cinturones inerciales delanteros • Control de tracción • Control de estabilidad • Faros antinieblas delanteros • Frenos ABS • Inmovilizador de motor • Llave codificada • Repartidor electrónico de fuerza de frenado • Sistema Isofix • Tercer stop • Alarma de luces encendidas • Apertura remota de puertas • Asiento trasero rebatible • Asiento conductor regulable en altura • Apoyabrazos en asiento trasero • Cierre centralizado de puertas • Climatizador automático • Computadora de abordo • Cristales eléctricos • Espejos eléctricos • Llantas de aleación • Regulación de altura del volante • Regulación longitudinal del volante • Paragolpes pintados • Porta vasos • Volante multifunción • Volante de cuero • AM/FM • Bluetooth • CD • Comando satelital de stereo • DVD • Entrada auxiliar • Entrada USB • MP3.Ficha técnica: http://specs.multiaviso.com/u5b4a9tnEl valor estimado de la patente es de $ 69.000.GarantíaGarantía de 4 años o 120.000 kms. Con el respaldo de Curcio Capital y la mejor red de servicios autorizados en todo el país.FinanciaciónContamos con financiación bancaria tasa 0 hasta el 50 % del vehículo en 24 meses con Scotiabank, Itaú y BBVA y hasta 36 meses con Banco Santander. También tasas preferenciales en pesos y UI hasta el 100 % del vehículo hasta 60 meses.PermutasAceptamos permutas de vehículos usados como forma de pago.AYAX VALUE el servicio de postventa más integral del país:- Bonificación del 10 % en repuestos y accesorios.- Bonificación del 10 % en servicios autorizados.- Bonificación de 1.000 en los gastos de gestoría de empadronamiento.- Botiquín de primeros auxilios de obsequio.- Si usted decide vender el vechiculo con AYAX VALUE vigente obtendrá de AYAX S.A. una bonificación en el precio de la nueva compra. El valor de dicho descuento será el equivalente al que abonó por esa garantía extendida.Test DriveLos invitamos a visitar nuestro showroom para realizar un test drive de la unidad.Santiago Ochoteco - AYAX Tel: 099 760851 / 2924 0918 Rondeau 1751 esq. Valparaíso Lun. a Vie. de 9 a 13 y de 14 a 18:30 hs www.ayaxonline.com interno 198Publicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
SRV 4X4


Motor
2.8


Potencia
177 hp


Transmisión
Manual


Color
Gris oscuro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",62.990,"
		Toyota Hilux Srv 4x4 2020 Gris Oscuro 0km
	",https://auto.mercadolibre.com.uy/MLU-469148802-toyota-hilux-srv-4x4-2020-gris-oscuro-0km-_JM#position=9&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Mitsubishi L200 2.4 turbo diesel 4x4 2020 2400 cc. 0 km en color Negro. USD 66.990.Diesel / Dirección Hidráulica / Transmisión Secuencial / 4 puertas.Airbag conductor / Airbag pasajero / Airbag de cortina / Airbag laterales / Apoya cabeza asientos traseros / Control de tracción / Control de estabilidad / Faros antinieblas delanteros / Faros antinieblas traseros / Frenos ABS / Inmovilizador de motor / Llave codificada / Repartidor electrónico de fuerza de frenado / Sistema Isofix / Tercer stop / Aire acondicionado / Alarma de luces encendidas / Asientos eléctricos / Asiento trasero rebatible / Asiento conductor regulable en altura / Cierre centralizado de puertas / Climatizador automático / Computadora de abordo / Control de velocidad crucero / Cristales eléctricos / Cristales polarizados / Espejos eléctricos / Faros regulables desde el interior / Llantas de aleación / Sensor de estacionamiento / Sensor de lluvia / Sensor de luz / Tapizado de cuero / Volante multifunción / AM/FM / Bluetooth / CD / DVD / Entrada auxiliar / Entrada USB / MP3 / Tarjeta SD.Plan Mecánico AmigoNuestros automóviles cuentan con Plan Mecánico Amigo que le brinda una garantía en mano de obra en reparaciones sin costo durante un año.Trámites a su disposiciónCuenta con un completo departamento de Trámites para facilitar la gestión de los papeles de su automóvil.Aceptamos Permutas como forma de Pago. Tomamos vehículos usados a los mejores precios de plaza. No deje de consultar.Financiación propia a Sola FirmaRealice una entrega inicial del 50% y financie su saldo hasta en 37 cuotas.Nuestra Financiación es ágil, rápida y sencilla.No deje de consultar el valor de la cuotaVENTAS CARRASCO Tel: 098116937 / 095982873 Av. Giannattasio Frente al Puente de Las Américas Lun. a Vier. de 9 a 19 hs.
","

Año
2020


Kilómetros
0 km


Marca
Mitsubishi


Modelo
L200


Versión
2.4 turbo diesel 4x4


Motor
2.4


Transmisión
Automática secuencial


Color
Negro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",66.990,"
		Mitsubishi L200 2.4 Turbo Diesel 4x4 2020 0km
	",https://auto.mercadolibre.com.uy/MLU-470034190-mitsubishi-l200-24-turbo-diesel-4x4-2020-0km-_JM#position=4&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Jac Sunray Furgón Frenos Abs Airbags 12m3 Precio Sin Iva
","

Año
2019


Kilómetros
0 km


Marca
JAC


Modelo
Sunray


Versión
Jac Sunray Furgón Frenos Abs Airbags 12m3 Precio Sin Iva


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en La Comercial - Montevideo
",28.680,"
		Jac Sunray Furgón Frenos Abs Airbags 12m3 Precio Sin Iva
	",https://auto.mercadolibre.com.uy/MLU-466063915-jac-sunray-furgon-frenos-abs-airbags-12m3-precio-sin-iva-_JM#position=41&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Tenemos la mejor FINANCIACION BANCARIA PARA LA COMPRA DE TU 0KMTambien tomamos tu coche como PERMUTATe esperamos en GABRIEL PEREIRA 3101 ESQ TAMBURINIHORARIO: LUNES A VIERNES DE 9 A 20SABADOS : DE 9 A 14TEL: 27086446 INT : 231/232
","

Año
2020


Kilómetros
0 km


Marca
Renault


Modelo
Master


Versión
2.3 L1h1 Aa


Tipo de carrocería
Furgón


Motor
2.3


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
3





","





El vehículo está en Pocitos - Montevideo
",30.488,"
		Renault Master 2.3 L1h1 Aa
	",https://auto.mercadolibre.com.uy/MLU-464896634-renault-master-l1-h1-_JM#position=23&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Toyota Hilux SR 4X2 DIESEL MANUAL 2020 2400 cc. 0 km - USD 49.990.Colores disponibles: Blanco, Gris plata, Gris grafito, Rojo y Negro.Diesel • Dirección Asistida • Transmisión Manual • 4 puertas • Potencia máxima 150 HP.Airbag conductor • Airbag pasajero • Airbag de cortina • Airbag laterales • Apoya cabeza asientos traseros • Control de tracción • Control de estabilidad • Frenos ABS • Llave codificada • Sistema Isofix • Tercer stop • Aire acondicionado • Alarma de luces encendidas • Cierre centralizado de puertas • Computadora de abordo • Espejos eléctricos • Regulación de altura del volante • Porta vasos • Volante multifunción • AM/FM • Bluetooth • CD • Entrada auxiliar • Entrada USB • MP3.Ficha técnica: http://specs.multiaviso.com/u5b4a9tnGarantíaGarantía de 4 años o 120.000 kms. Con el respaldo de Curcio Capital y la mejor red de servicios autorizados en todo el país.FinanciaciónContamos con financiación bancaria tasa 0 hasta el 50 % del vehículo en 24 meses con Scotiabank, Itaú y BBVA y hasta 36 meses con Banco Santander. También tasas preferenciales en pesos y UI hasta el 100 % del vehículo hasta 60 meses.PermutasAceptamos permutas de vehículos usados como forma de pago.AYAX VALUE el servicio de postventa más integral del país:- Bonificación del 10 % en repuestos y accesorios.- Bonificación del 10 % en servicios autorizados.- Bonificación de 1.000 en los gastos de gestoría de empadronamiento.- Botiquín de primeros auxilios de obsequio.- Si usted decide vender el vechiculo con AYAX VALUE vigente obtendrá de AYAX S.A. una bonificación en el precio de la nueva compra. El valor de dicho descuento será el equivalente al que abonó por esa garantía extendida.Test DriveLos invitamos a visitar nuestro showroom para realizar un test drive de la unidad.Fabio Flores - AYAX Tel: 099 598949 / 2924 0918 Rondeau 1751 esq. Valparaíso Lun. a Vie. de 9 a 13 y de 14 a 18:30 hs www.ayaxonline.com interno 1146Publicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
SR 4X2 DIESEL MANUAL


Motor
2.4


Potencia
150 hp


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",49.990,"
		Toyota Hilux SR 4X2 DIESEL MANUAL
	",https://auto.mercadolibre.com.uy/MLU-469920621-toyota-hilux-sr-4x2-diesel-manual-2020-blanco-0km-_JM#position=6&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Toyota Hilux SRV DIESEL 4x4 FULL AUTOMÁTICA 2020 2800 cc. 0 km - USD 65.990.Colores disponibles: Blanco, Gris plata, Gris grafito, Rojo y Negro.Diesel • Dirección Hidráulica • Transmisión Automática • 4 puertas • Potencia máxima 177 HP.Airbag conductor • Airbag pasajero • Airbag de cortina • Airbag laterales • Apoya cabeza asientos traseros • Control de tracción • Control de estabilidad • Faros antinieblas delanteros • Faros de xenón • Frenos ABS • Llave codificada • Sistema Isofix • Tercer stop • Alarma de luces encendidas • Asiento trasero rebatible • Asiento conductor regulable en altura • Apoyabrazos en asiento trasero • Cierre centralizado de puertas • Climatizador automático • Computadora de abordo • Control de velocidad crucero • Cristales eléctricos • Espejos eléctricos • Llantas de aleación • Regulación de altura del volante • Regulación longitudinal del volante • Porta vasos • Volante multifunción • AM/FM • Bluetooth • CD • DVD • Entrada auxiliar • Entrada USB • MP3.Ficha técnica: http://specs.multiaviso.com/efejb4gaGarantíaGarantía de 4 años o 120.000 kms. Con el respaldo de Curcio Capital y la mejor red de servicios autorizados en todo el país.FinanciaciónContamos con financiación bancaria tasa 0 hasta el 50 % del vehículo en 24 meses con Scotiabank, Itaú y BBVA y hasta 36 meses con Banco Santander. También tasas preferenciales en pesos y UI hasta el 100 % del vehículo hasta 60 meses.PermutasAceptamos permutas de vehículos usados como forma de pago.AYAX VALUE el servicio de postventa más integral del país:- Bonificación del 10 % en repuestos y accesorios.- Bonificación del 10 % en servicios autorizados.- Bonificación de 1.000 en los gastos de gestoría de empadronamiento.- Botiquín de primeros auxilios de obsequio.- Si usted decide vender el vechiculo con AYAX VALUE vigente obtendrá de AYAX S.A. una bonificación en el precio de la nueva compra. El valor de dicho descuento será el equivalente al que abonó por esa garantía extendida.Test DriveLos invitamos a visitar nuestro showroom para realizar un test drive de la unidad.Alfonso Royo - AYAX Tel: 2929 3221 / 099 103 661 WhatsApp: 099 103 661 Pedragosa Sierra esq. Julio Herrera y Reissig, Punta del Este. Lun. a Vie. de 9 a 13 y 14 a 18.30 hs. Sáb. de 10 a 13 hs www.ayaxonline.comPublicado por MultiAviso
","

Año
2020


Kilómetros
0 km


Marca
Toyota


Modelo
Hilux


Versión
SRV DIESEL 4x4 FULL AUTOMÁTICA


Motor
2.8


Potencia
177 hp


Transmisión
Automática


Color
Gris oscuro


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Punta Del Este - Maldonado
",65.990,"
		Toyota Hilux Srv Diesel 4x4 Automática 2020 Gris Oscuro 0km
	",https://auto.mercadolibre.com.uy/MLU-469164464-toyota-hilux-srv-diesel-4x4-automatica-2020-gris-oscuro-0km-_JM#position=38&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
NUEVA HYUNDAI H350SOLATI FURGÓN 3 PASAJEROS ORIGEN: EUROPAGRAN CAPACIDAD / CALIDAD / DURABILIDAD / RENDIMIENTO / SEGURIDAD / CONFORTENTREGA INMEDIATA!! PRECIO:SOLATI : USD 43.360 MAS IVA(EMPRESAS Y PARTICULARES)PERMUTA - FINANCIACION:PROPIA Y BANCARIA SIN INTERESES HASTA EL 50% 12,9 M3 DE CARGA Y LARGO TOTAL DE 6.20 METROS!!CAPACIDAD DE CARGA DE: 1.500 KG MOTOR DIESEL (EURO V) 2.5 CRDi 150HP 373 NM DE TORQUE!!CAJA MANUAL DE 6 VELOCIDADESSEGURIDAD:DOBLE AIRBAG ESP (CONTROL DE ESTABILIDAD)TCS (CONTROL DE TRACCION)ABS + EBD CON FRENO DE DISCO EN LAS 4 RUEDASHBA (ASISTENTE HIDRAULICO A LA FRENADA)HAC (CONTROL DE ASISTENCIA EN PENDIENTES)ROM (ANTIVUELCO)EDC (ANTIBLOQUEO POR FRENO DE MOTOR)EQUIPAMIENTO:DIRECCIÓN HIDRÁULICA, AIRE ACONDICIONADO, VIDRIOS ELÉCTRICOS, BLOQUEO CENTRALIZADO CON MANDO A DISTANCIA, FAROS CAMINEROS, RADIO ORIGINAL USB + AUX IN, ASIENTO CONDUCTOR CALEFACCIONADO Y VELOCIDAD CRUCEROGARANTIA 3 AÑOS O 100.000 KMSMANTENIMIENTO CADA 10.000 KMS!!http://worldwide.hyundai.com/WW/Showroom/Commercial/Commercial/H350/PIP/index.htmlWWW.AUTOSOLIVA.COM_LUNES A VIERNES DE 9 A 19HSSABADO DE 10 A 13 HS
","

Año
2018


Kilómetros
0 km


Marca
Hyundai


Modelo
H1


Versión
H350 2.5 CRDi 150 HP FURGON 12.9 M3 1.5 TON


Tipo de carrocería
Furgón


Motor
2.5 16V CRDi 150HP


Transmisión
Manual


Color
Blanco


Tipo de combustible
Diésel


Puertas
5





","





El vehículo está en Malvin - Montevideo
",43.360,"
		Hyundai H1 H350 2.5 CRDi 150 HP FURGON 12.9 M3 1.5 TON
	",https://auto.mercadolibre.com.uy/MLU-472754536-nueva-hyundai-h350-25crdi-150hp-furgon-129m3-y-15-ton-_JM#position=34&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Toyota Hilux SR 2.4 4X2 2018 Excelente Estado 2400 cc. con 128.718 km único dueño en color Gris Plata - USD 38.900.Diesel • Dirección Eléctrica • Transmisión Manual • 4 puertas.Airbag conductor • Airbag pasajero • Apoya cabeza asientos traseros • Cinturones inerciales delanteros • Faros antinieblas delanteros • Frenos ABS • Inmovilizador de motor • Llave codificada • Repartidor electrónico de fuerza de frenado • Sistema Isofix • Tercer stop • Aire acondicionado • Alarma de luces encendidas • Apertura remota de puertas • Asiento trasero rebatible • Asiento conductor regulable en altura • Cierre centralizado de puertas • Computadora de abordo • Cristales eléctricos • Espejos eléctricos • Llantas de aleación • Regulación de altura del volante • Regulación longitudinal del volante • Paragolpes pintados • Porta vasos • Volante multifunción • AM/FM • CD • Entrada auxiliar • Entrada USB.FinanciaciónContamos con financiación bancaria a tasas preferenciales en dólares, pesos y UI hasta el 100 % del vehículo hasta 60 meses.Test DriveLos invitamos a visitar nuestro showroom para realizar un test drive de la unidad.Jorge Bueno - Depto. Usados AYAX S.A. Tel: 099 736998 / 2924 0918 Rondeau 1751 esq. Valparaíso Lun. a Vie. de 9 a 13 y de 14 a 18:30 hs www.ayaxonline.com interno 177Publicado por MultiAviso
","

Año
2018


Kilómetros
128.718 km


Marca
Toyota


Modelo
Hilux


Versión
SR 2.4 4X2


Único dueño
Sí


Motor
2.4


Transmisión
Manual


Color
Plateado


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Montevideo
",38.900,"
		Toyota Hilux SR 2.4 4X2
	",https://auto.mercadolibre.com.uy/MLU-472672655-toyota-hilux-sr-24-4x2-2018-gris-plata-excelente-estado-_JM#position=30&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Vendo permuto y financio Toyota hilux srv 3.0 4x2 diesel
","

Año
2008


Kilómetros
194.259 km


Marca
Toyota


Modelo
Hilux


Versión
3.0 Tdi Sr Cab Doble 4x2 Doble Airbag


Tipo de carrocería
Pick-Up


Motor
3.0


Potencia
163 hp


Transmisión
Manual


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en San José De Mayo - San José
",26.800,"
		Toyota Hilux 3.0 Tdi Sr Cab Doble 4x2 Doble Airbag
	",https://auto.mercadolibre.com.uy/MLU-472675883-toyota-hilux-30-tdi-sr-cab-doble-4x2-doble-airbag-2008-_JM#position=29&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
PRECIO DE VENTA 3800Toyota Corolla Diesel con hidráulica,año 87 al día. Motor totalmente ajustado a toda prueba,prendiendo cómo NAFTA Detalles estéticos de pintura a la vista,muy poco de chapaLibreta y títulos en escribana para transferir Contado 4000 dólares,tomo permuta más diferencia,financio únicamente por Banco
","

Año
1987


Kilómetros
236.584 km


Marca
Toyota


Modelo
Corolla


Versión
Corolla


Tipo de combustible
Diésel


Puertas
4





","





El vehículo está en Brazo Oriental - Montevideo
",270.000,"
		Toyota Corolla Corolla
	",https://auto.mercadolibre.com.uy/MLU-471752142-toyota-corolla-corolla-_JM#position=45&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
"
Vendo o permuto nissan720 chasis largo diesel tomo permutas menor valor mas diferencia contado 098490736
","

Año
1991


Kilómetros
676.767 km


Marca
Nissan


Modelo
720


Versión
Nissan 720 diesel


Tipo de combustible
Diésel


Puertas
2





","





El vehículo está en Empalme Olmos - Canelones
",4.990,"
		Nissan 720 Nissan 720 Diesel
	",https://auto.mercadolibre.com.uy/MLU-472243897-nissan-720-nissan-720-diesel-_JM#position=46&type=item&tracking_id=d2e00471-8ba6-4c37-883e-a76e711e3f28
