body,title
"
Un hombre murió y un niño sufrió severas quemaduras en su cuerpo al explotar el triciclo en el que viajaban quemando cohetes, esto durante una procesión del Señor de Tila en las calles del municipio de Macuspana.
En el video que subió a sus redes sociales la Coordinación de Protección Civil de esta localidad, se alcanza a ver una camioneta que viaja a vuelta de ruedas y trae la imagen del santo patrono y se escuchan cantos católicos, atrás se ve un triciclo donde un hombre intenta lazar un cohete pero este no se levantó sino que cae dentro de este transporte y segundos después explota.
La tragedia ocurrió sobre la calle Circunvalación sobre la que quedaron los cuerpos de Sergio Vargas Reyes de 68 años de edad, quien había perdido una pierna, fue trasladado al hospital y murió; así también del menor Cristofer de tan solo 11 años, quien sufrió quemaduras, por lo que está siendo atendido en un hospital de Villahermosa.
El coordinador de Protección Civil de Macuspana, Noé López Alejo, confirmó que la víctima, que perdió una pierna en el lugar de los hechos, alcanzó a llegar con vida al hospital de la demarcación donde murió al poco tiempo.
Detalló que ambos iban en un triciclo y tiraban cohetes como parte del acto religioso, pero en un momento un chispazo prendió todos los que llevaban consigo y eso originó la explosión.
Es común que cada vez que se celebra una fiesta religiosa los feligreses salen a pasear la imagen del santo por las calles de la localidad donde se ubica la iglesia, en esta ocasión no iban más personas porque se les había pedido no salir de casa ante la emergencia sanitaria por el Covid-19


Momento exacto de la explosión registrada hoy en la AV circunvalación de la cabecera Municipal de Macuspana. Dónde realizaban un procesión.
 Publicado por Protección Civil Macuspana 2018-2021 en Jueves, 11 de junio de 2020


afcl/rcr
",Muere al explotar su triciclo por pirotecnia en procesión de Tabasco
" 0 % PULSO SOCIAL0 En los últimos meses, debido a la pandemia del coronavirus, muchos se han sentido como en un episodio de Black Mirror. Sin embargo, las videollamadas y procesos a distancia tienen su lado positivo y han permitido seguir con actividades “normales” evitando el riesgo de contagio.
Ese es el caso del proceso de adopción de un hijo, sueño que para muchas parejas se vio interrumpido por la emergencia del Covid-19. Pero para Anthony Lach y Chris More, una pareja estadounidense, ni siquiera esta enfermedad los detuvo en el deseo de dar amor y una vida mejor a un bebé.
En De10.mx te contamos todo acerca de esta adopción ¡por videollamada!
La historia de Parker Terence Lachmore, el bebé adoptado en medio de la pandemia
Parker nació el pasado Año Nuevo en Arizona, Estados Unidos. Ese mismo día, Anthony Lach, de 31 años y Chris More, de 29 años, recibieron la llamada de que había un recién nacido disponible para adopción.
En ese momento los dos jóvenes dejaron sus vidas en pausa y viajaron desde Orlando, su hogar, hasta Arizona, donde Parker estaba internado en la unidad neonatal de cuidados intensivos.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Christopher More (@christophermore) el 12 Abr, 2020 a las 10:26 PDT


 
Parker había tenido un nacimiento “traumático”, lo que le provocó inflamación en el pulmón. No podía respirar ni comer sin apoyo de aparatos médicos.
“Nos asustaba, pero cada vez que lo veíamos, sabíamos que era nuestro hijo y que lo que fuera que tuviera, nos quedaríamos con él y lo superaríamos”, dijo Anthony.
A la par, en el mundo comenzó a agravarse la situación por el coronavirus y los tribunales suspendieron las adopciones. Debido a que Anthony y Chris no podían oficializar la adopción con los trámites correspondientes, tampoco tenían acceso completo a la información médica de Parker.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Christopher More (@christophermore) el 16 Abr, 2020 a las 6:07 PDT


 
Mientras el bebé mejoraba, también sus padres buscaban una solución. A principios de mayo, Anthony y Chris se enteraron de que ciertos tribunales habían reanudado las adopciones por medio de videollamadas, así que pudieron completar el proceso de forma digital.
Finalmente, el 14 de mayo los futuros padres ansiosos pudieron hacer oficial la adopción de Parker. El bebé también había mejorado dramáticamente, luego de nueve días en cuidado intensivo. Después de cinco meses en el hospital, Parker finalmente fue dado de alta.
Luego de un mes en coma, bebé de cinco meses vence al coronavirus
Debido a lo accidentado del proceso, la pareja no había podido abastecerse de artículos para bebés, pero sus amigos en secreto organizaron una lista de regalos. Cuando la nueva familia llegó a su hogar, encontraron pilas de regalos.
Aunque no pudieron celebrar la llegada de Parker a sus vidas como lo habían planeado, la familia y amigos de la pareja también realizaron un desfile de autos frente al hogar de Anthony y Chris como festejo.
“Vivimos en un momento tan oscuro, pero había tanta luz ese día, fue increíble”, declaró Latch.

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de Christopher More (@christophermore) el 18 Mar, 2020 a las 9:53 PDT


Con información de Good Morning America
 
TARJETA:
 

 
 
 

Ver esta publicación en Instagram

Una publicación compartida de De10.mx (@de10mx) el 4 Jun, 2020 a las 11:00 PDT


 ",
"
Héctor Suárez y su hijo Héctor Suárez Gomís estaban enamorados del box, así lo recordó en sus redes sociales Gomís, quien a través de una serie de emotivas fotografías, compartió con sus seguidores recuerdos de esta afición en común con su fallecido padre.
Suárez Gomís menciona que además de enseñarlo a boxear, su papá lo enseñó a entender la vida a través de este deporte: ""Lo que sucede en una pelea de box es muy parecido a lo que sucede en la vida… y la vida así como puede estar llena de triunfos, también está llena de ganchos al hígado, ganchos de izquierda arriba, ganchos de derecha, rectos, jabs, uppercuts. Hay que saber enfrentar a todos los rivales y saber esquivar las diferentes combinaciones de golpes que recibas"", se lee. 
También lee: Fue el mejor papá... y el peor: Héctor Suárez Gomís 
El actor Héctor Suárez, quien falleció el pasado 2 de junio, es recordado por sus fans y familia a través de anécdotas que su hijo Suárez Gomís ha compartido en sus redes sociales, en esta ocasión tocó el box.
En el mensaje se lee: 
De niño, todos los sábados en la noche mi papá y yo compartíamos una pasión en común: ¡El box! Juntos vimos ganar y perder a Mantequilla Nápoles, Muhammad Ali, Zárate, Zamora, Pintor, Leonard, Pipino Cuevas, Hagler, Hearns, Manos de Piedra, Tyson, Terrible Morales, Juan Manuel Márquez, Barrera, etc.
Juntos lloramos cuando Sal Sánchez se mató, juntos sufrimos la primera derrota de Chávez y juntos nos angustiamos cuando el Finito López cayó a la lona en la Plaza México.
No sólo me enseñó a boxear; me enseñó a vivir a través del box.
A ver mijo, escúchame con mucha atención:
Lo que sucede en una pelea de box es muy parecido a lo que sucede en la vida… y la vida así como puede estar llena de triunfos, también está llena de ganchos al hígado, ganchos de izquierda arriba, ganchos de derecha, rectos, jabs, uppercuts. Hay que saber enfrentar a todos los rivales y saber esquivar las diferentes combinaciones de golpes que recibas. No importa si peleas a la larga, media o corta distancia; tú tienes que saber leer a tu adversario y saber cómo y en qué momento le puedes ganar. No importa que se vean más fuertes; tú te plantas frente a tu rival y peleas.
Acuérdate que no estás solo, tienes a tu esquina. Hay que aprender a escuchar a tu esquina y a improvisar cuando ellos no tengan la respuesta. Las peleas no se ganan solo y mucho menos se ganan si no estás extraordinariamente bien preparado. ¡Prepárate siempre! ¡Nunca dejes que el tiempo te rebase! ¡No subestimes a nadie!.
Aprende a mantener a tu rival siempre a distancia, cabecea, no dejes de mover la cintura y nunca cierres los ojos cuando estés esquivando golpes. Honra siempre al que tengas enfrente de ti y nunca expongas de más sólo porque te quieres lucir y demostrar que todo lo puedes.
No te preocupes si de pronto no haces las cosas bien porque siempre va a sonar la campana para que te retires a meditar en qué puedes mejorar y también siempre sonará la campana para que vuelvas a empezar otra vez.
Esas eran las palabras de mi papá y esa fue su analogía de la vida con el box. A cada quién le hablan diferente, pero en el fondo, el significado es el mismo. ¡Gracias por haber estado 52 años en mi esquina, papá!.



 


 

 



 




View this post on Instagram


 



 

 

 



 

 



 

 

 



De niño, todos los sábados en la noche mi papá y yo compartíamos una pasión en común: ¡El box! Juntos vimos ganar y perder a Mantequilla Nápoles, Muhammad Ali, Zárate, Zamora, Pintor, Leonard, Pipino Cuevas, Hagler, Hearns, Manos de Piedra, Tyson, Terrible Morales, Juan Manuel Márquez, Barrera, etc. Juntos lloramos cuando Sal Sánchez se mató, juntos sufrimos la primera derrota de Chávez y juntos nos angustiamos cuando el Finito López cayó a la lona en la Plaza México. No sólo me enseñó a boxear; me enseñó a vivir a través del box. A ver mijo, escúchame con mucha atención: Lo que sucede en una pelea de box es muy parecido a lo que sucede en la vida… y la vida así como puede estar llena de triunfos, también está llena de ganchos al hígado, ganchos de izquierda arriba, ganchos de derecha, rectos, jabs, uppercuts. Hay que saber enfrentar a todos los rivales y saber esquivar las diferentes combinaciones de golpes que recibas. No importa si peleas a la larga, media o corta distancia; tú tienes que saber leer a tu adversario y saber cómo y en qué momento le puedes ganar. No importa que se vean más fuertes; tú te plantas frente a tu rival y peleas. Acuérdate que no estás solo, tienes a tu esquina. Hay que aprender a escuchar a tu esquina y a improvisar cuando ellos no tengan la respuesta. Las peleas no se ganan solo y mucho menos se ganan si no estás extraordinariamente bien preparado. ¡Prepárate siempre! ¡Nunca dejes que el tiempo te rebase! ¡No subestimes a nadie! Aprende a mantener a tu rival siempre a distancia, cabecea, no dejes de mover la cintura y nunca cierres los ojos cuando estés esquivando golpes. Honra siempre al que tengas enfrente de ti y nunca expongas de más sólo porque te quieres lucir y demostrar que todo lo puedes. No te preocupes si de pronto no haces las cosas bien porque siempre va a sonar la campana para que te retires a meditar en qué puedes mejorar y también siempre sonará la campana para que vuelvas a empezar otra vez. Esas eran las palabras de mi papá y esa fue su analogía de la vida con el box. A cada quién le hablan diferente, pero en el fondo, el significado es el mismo. ¡Gracias por haber estado 52 años en mi esquina, papá!

A post shared by  Héctor Suárez Gomís (@pelongomis) on Jun 10, 2020 at 5:50pm PDT



rad 
",Suárez Gomís comparte emotivas fotos con su padre y su amor por el box
"
La dirigencia de Movimiento Ciudadano, junto con los coordinadores parlamentarios en el Senado y la Cámara de Diputados, presentaron evidencias en apoyo de su denuncia de que desde la misma secretaria de Gobernación, Olga Sánchez Cordero, los líderes de Morena en el Congreso de la Unión y diversos legisladores, participaron en los ataques en redes sociales dirigidos contra el gobernador de Jalisco, Enrique Alfaro Ramírez, con  la intención de desestabilizar su gobierno.
Incluso presentaron, en conferencia de prensa virtual, imágenes de un encapuchado con un arma larga y en segundo plano una patrulla en llamas, en los hechos violento de la ciudad de Guadalajara, 4 de junio pasado, junto con fotos de la persona de Jesús Torres Valdez, que en sus redes sociales muestra fotos propias, tomadas en  Mexicali, el 21 de marzo, y en  Guadalajara, el 4 de junio; en  esta atrás se observa  fuego de una patrulla.
El coordinador nacional de Movimiento Ciudadano (MC), Clemente Castañeda Hoeflich, dijo que ""Jesús Torrez Valdez, es un agitador profesional y miembro de grupos de choque de Morena, (quien) provocó los destrozos en el Palacio de Gobierno"".  Ha sido visto en manifestaciones de  otras ciudades, dijo.  En otras imágenes posa con un rifle de mirilla telescópica y con un juego de rifles colocados contra la pared.
También lee: Enrique Alfaro matiza postura contra AMLO
Con Castañeda Hoeflich participaron en la conferencia de prensa, los coordinadores de los senadores de MC, Dante Delgado Rannauro,y de los diputados, Tonatiuh Bravo Padilla.
El coordinador de MC dijo que sería sano para la vida pública del país ""que el presidente hable con el gobernador de Jalisco"", y de antemano, Castañeda expuso las diferencias que hay entre los hechos registrados desde la detención de Giovanni López, hasta los últimos hechos, que por su parte, funcionarios federales y legisladores han modificado en una forma de hacer aparecer lo ocurrido, en  demérito de Alfaro Gutiérrez.
""A nadie favorece la confrontación social, y más cuando lo que importa es actuar contra la pandemia y la crisis económica"", dijo Castañeda Hoeflich.  Reveló que como dirigente de MC no ha tenido ningún tipo de diálogo con la secretaria de Gobernación, Olga Sánchez Cordero. ""Jamás hemos sido convocados a una mesa de acuerdos"".
En cambio, Sánchez Cordero es la funcionaria de más alto cargo en el gobierno federal quien se sumó a la postura pública de ""Justicia para Giovanni""; a la vez, MC  mostró una porción de un comunicado del gobierno federal que señala la muerte del joven jalisciense ""en el contexto de las medidas restrictivas implementadas por el gobernador de Jalisco para hacer frente a la pandemia que incluyen  el uso de la fuerza pública"".
Otros mensajes de condena al gobierno de Jalisco que mostraron los dirigentes de MC los emitieron los senadores Ricardo Monreal Ávila,  Martí Batres, Citlalli Hernández,  así como el diputado Mario Delgado.
El senador Dante Delgado Rannauro señaló que hay crispación entre el gobierno federal y Movimiento Ciudadano, fuerza que no tiene odios ni rencores: ""Que lo entienda el Presidente de la República"", que no somos golpistas, lo que queremos es que haga bien su gobierno"".

MAOT
","Segob y Morena, en el plan para desestabilizar a Alfaro, acusa MC"
"
La Secretaría de Energía (SENER) y la Unidad de Inteligencia Financiera (UIF) de la Secretaría de Hacienda y Crédito Público (SHCP) acordaron intercambiar información para evitar el lavado de dinero y la corrupción en el sector energético.
Mediante un comunicado, la UIF informó que este jueves su titular, Santiago Nieto y la de la Sener, Rocío Nahle realizaron la firma de un convenio de colaboración mediante el cual buscarán “acabar con la impunidad y la corrupción”.
Para ello, la UIF entregará información a la Sener relacionada con cualquier tema de lavado de dinero y corrupción mediante notas de inteligencia y, en su caso, presentará las denuncias correspondientes.
También lee: Nada personal, pero UIF va tras lavado en Cruz Azul
La titular de la Sener, afirmó que con esto será posible dar seguimiento y tener el control de cualquier información relacionada con estos ilícitos en el sector energético.
Aunque anteriormente la UIF y la Sener ya intercambiaban información con este objetivo, el convenio permite ampliar las posibilidades de ambas instancias para investigar a los responsables de cometer estos ilícitos.

MAOT
",Van Sener y UIF contra lavado de dinero y corrupción
"
Los parques de Disneyland Resort en California están preparados para reabrir luego de permanecer cerrados desde marzo por la pandemia del coronavirus. 

Aunque los parques temáticos y los hoteles de Disney en Anaheim ya tienen un plan de reapertura, todavía es necesaria la autorización de las autoridades locales para que los turistas vuelvan a disfrutar de la magia de Disneyland. 

El primer parque de la compañía que reabrió fue el ubicado en Shanghái y los parques de Orlando, en Florida, también están próximos a reanudar operaciones en entre el 11 y el 15 de julio. 


Relacionado: ¡Por fin! Los parques de Disney World ya tienen fecha de reapertura 


Disney aseguró que trabaja con un equipo de expertos para definir las medidas sanitarias necesarias para disminuir el riesgo de contagio del coronavirus en sus instalaciones. Además, se sigue de cerca la experiencia de Disneyland Shanghái para identificar lo que ha funcionado.

¿Cuándo reabrirá Disneyland Park y en Disney California Adventure?

Los directivos de Disney estiman que la reapertura de ambos parques se realzará el 17 de julio. No obstante, la zona de tiendas y restaurantes de Downtown Disney District, a la entrada del resort, está programada para abrir el 9 de julio. 

El reinicio de operaciones de los parques coincidirá con la fecha de inauguración del parque de Disneyland en 1955. 

Los hoteles Disney’s Grand California, Disney’s Paradise Pier y Disney Vacation Club Villas reanudarían actividades al final, el 23 de julio, de acuerdo al plan. 


We are pleased to announce our proposed plans to begin a phased reopening of the @Disneyland Resort. We are looking forward to welcoming guests back to the Happiest Place on Earth! Learn more on the @DisneyParks Blog: https://t.co/jWtAONQdzP pic.twitter.com/e9vvkoeVUW
— Disney Parks News (@DisneyParksNews) June 10, 2020


 

Las medidas de seguridad para Disneyland Resort

Aunque los parques temáticos y los hoteles reabrirán al público, se establecerán medidas sanitarias para evitar contagios de Covid-19 entre los visitantes al parque. 

- Se limitará la capacidad de admisión de los parques. 

- Todos los visitantes deberán realizar una reservación previa, incluidos quienes tienen el pase anual. 

- Se suspenderán los desfiles y espectáculos nocturnos para evitar la concentración de personas.

- Los personajes de Disney seguirán en el parque pero no podrán saludar ni tener encuentros con los turistas. 

- Se incrementarán las medidas de limpieza y de distanciamiento físico.


No te pierdas: ¿Universal Studios Hollywood podría reabrir el 1 de julio? 





 


 

 



 




Ver esta publicación en Instagram


 



 

 

 



 

 



 

 

 




 

 


Una publicación compartida por Disneyland (@disneyland) el 30 de May de 2020 a las 2:22 PDT




pb
",
"
QS World University publicó su top de las mejores instituciones del mundo para 2021 y las universidades de Estados Unidos se posicionaron en los primeros lugares. 

La lista completa incluye a mil centros educativos ubicados en 80 países diferentes. Para el análisis, la organización tomó en cuenta a 5 mil 500 universidades con factores como reputación académica, de los empleados, la proporción de estudiantes con maestros, alumnos internacionales, entre otros. 

Del top 10 mundial, los colegios estadounidenses ocuparon cinco posiciones y el resto otras instituciones de Reino Unido y una de Suiza. 

Estas son las mejores universidades para cursar una carrera en Estados Unidos en 2021:

10. Universidad de Columbia 

El campus ubicado en Manhattan, Nueva York, es una de las instituciones más reconocidas y más selectivas de la Ivy League, pues solo admite al 5.8 de quienes solicitan su ingreso. Se posicionó en el lugar 19 a nivel mundial y en el 10 en Estados Unidos.

Por el momento, la Universidad de Columbia mantiene las clases a distancia por la pandemia del coronavirus y se prevé que seguirá así durante el próximo trimestre. Sin embargo, eso no afectará el estatus de la visa de los estudiantes extranjeros. 

Costo de la matrícula anual: 61 mil 788 dólares. 


A questionnaire and a new website by @columbialib's University Archives aim to capture the many voices and views of faculty, students, staff, and alumni who are living through the pandemic. https://t.co/b4RlE8xhBX pic.twitter.com/FqyjJECEAI
— ColumbiaAlumniAssoc (@ColumbiaAlumniA) June 4, 2020



Lee también: ¿Los estudiantes pueden viajar a EU pese al cierre parcial de la frontera? 


9. Cornell University 

Otra universidad del estado de Nueva York logró destacar en el noveno lugar de Estados Unidos y el 18 a nivel internacional. Se localiza en Ithaca y se denomina como una institución liberal. Además, fue una de las primeras universidades en ofrecer la carrera de Periodismo. 

Costo de la matrícula anual: 58 mil 586 dólares.

 


Student & Campus Life have a special message for #Cornell2020  pic.twitter.com/7wUv79N7HO
— Cornell University (@Cornell) May 20, 2020



 
8. Universidad de Yale
 
El prestigioso colegio de la Ivy League en Connecticut también ocupa el sitio 18 en el mundo. Yale es la tercera universidad más antigua de los Estados Unidos y ofrece una gran oferta educativa en sus 14 facultades. 

Costo de la matrícula anual: 57 mil 700 dólares.


For the latest Yale University guidance and messages related to coronavirus, please visit: https://t.co/s4hdnPRrE5#COVID19 #Yale pic.twitter.com/hodrpIbp8N
— Yale University (@Yale) March 29, 2020


 

7. Universidad de Pensilvania 

Ubicada en la ciudad de Filadelfia, la institución afiliada a la Ivy League alcanzó el puesto 16 a nivel internacional. Fue fundada por Benjamin Franklin, uno de los personajes más importantes en la historia de Estados Unidos y destaca por su programa de investigación.

Costo de la matrícula anual: 53 mil 166 dólares. 


A message from Provost Wendell Pritchett on the Campaign for Community

""As members of the Penn community, and members of many other communities, it is our responsibility to make the change people are demanding happen.""

Full statement: https://t.co/RgaYumvScY pic.twitter.com/yQkiMVTgdE
— Penn (@Penn) June 8, 2020


 

6. Universidad de Princeton 

El imponente campus de la institución se localiza en el estado de Nueva Jersey, pero tiene a menos de 10 mil estudiantes entre su comunidad, por lo que es complicado ser admitido. Además, tiene uno de los programas de investigación más prestigiosos y eso lo sitúa como la doceava mejor universidad del mundo. 

Costo de la matrícula anual: 53 mil 890 dólares. 

 


Congratulations, #Princeton20.  pic.twitter.com/5GIRqn0eTn
— Princeton University (@Princeton) June 1, 2020


 

5. Universidad de Chicago 

Con sede en la ciudad de Chicago, este colegio es el noveno mejor a nivel internacional por su programa de investigación y su reputación de excelencia en carreras como la Medicina, Negocios y Estudios de Políticas Públicas.

Costo de la matrícula anual: 57 mil 642 dólares.

 


Future #UChicago2020 Grads — Do you have a photo of your most memorable #UChicago moment? We want to share your favorite photos during the virtual Convocation Ceremony stream on June 13th. Visit https://t.co/kk0ZsIpG3h for details. pic.twitter.com/LGI2uqt4UF
— The University of Chicago (@UChicago) May 26, 2020


 

4. Caltech 

El Instituto de Tecnología de California, en la ciudad de Pasadena, se posiciona en el cuarto lugar de universidades a nivel mundial. Sus destacadas investigaciones en Ciencias y Ingeniería lo convierten en uno de los centros educativos más reconocidos, al igual que sus instalaciones de alta tecnología con laboratorios de la NASA y una red de observatorios. 

Costo de la matrícula anual:  54 mil 570 dólares.  

 


Just 12 days until Caltech's 126th Commencement ceremony!

We invite you to join us in celebration by sharing well wishes, words of wisdom, and congratulations to lift up this extraordinary group.

And don't forget: tag your tweet with #Caltech2020! https://t.co/0tNQpyCLW9 pic.twitter.com/d46UvyGocB
— Caltech (@Caltech) June 1, 2020


 

3. Universidad de Harvard 

La fama de esta institución, ubicada en Massachusetts, no es en vano y QS la reconoce como la tercera mejor del mundo. Además, es la universidad más antigua en Estados Unidos, con 10 facultades, un instituto de estudios avanzados, cinco museos y el sistema de bibliotecas académicas más grande del mundo. 

Costo de la matrícula anual: 47 mil 730 dólares.


Congratulations to the Class of 2020! Watch the ceremony: https://t.co/txqRgOZREP pic.twitter.com/vxPaAar1Dh
— Harvard University (@Harvard) May 28, 2020



Recomendamos: Dafne Almazán, la mexicana más joven en graduarse de una maestría en Harvard


2.Universidad de Stanford 

Localizada cerca de la ciudad de San Francisco, Stanford es el principal proveedor de profesionales de las empresas de Silicon Valley como Google y Yahoo. Cuenta con 18 institutos de investigación y siete escuelas, dentro de uno de los campus más grandes del país. 

Costo de la matrícula anual: 17 mil 619 dólares.

 


""If nobody today goes into the humanities, what do we leave for people 2,000 years from now? There are a lot of stories to be told, art to be made, books to be written.""

-Lina Wang, @StanfordHumSci pic.twitter.com/fCne7z5JkM
— Stanford University (@Stanford) May 3, 2020


 

1. MIT 

Por noveno año consecutivo, el Instituto de Tecnología de Massachusetts se impone como la mejor universidad de Estados Unidos y del mundo. Sus instalaciones de Cambridge albergan a más de 11 mil estudiantes de cinco facultades y sus investigaciones desarrollan importantes avances en la medicina, la pobreza, la inteligencia artificial, el cambio climático, entre otros. 

Costo de la matrícula anual:  53 mil 790 dólares. 


“Lean lab” approach enables quick research ramp down: MIT lab offers a model for cost savings, productivity, and safety; principles may also facilitate efficient reopening in the future. https://t.co/bNET1HqZ5l pic.twitter.com/7cg7aEniGU
— Massachusetts Institute of Technology (MIT) (@MIT) June 9, 2020


 
",
"Desde que la red social Tik Tok se popularizó, millones usuarios se han sumado a la divertida plataforma digital. 
Desde amenos sketches con audios tomados de series de televisión o rutinas de Stand Up Comedy, hasta sensuales bailes que dejan sin aliento a cualquiera, son alguna de las cosas que podemos presenciar en la app antes llamada Musical.ly. Sin embargo, la usuaria @judithbio90 rompió todos los estándares. 
Y es que para Judith de Jesús Sace, ser una mujer católica no la exenta de buscar diversión a través de las redes sociales de moda. 
En su cuenta oficial de Tik Tok, la monja de 30 años ha sabido adaptar los ‘challenges’ de la plataforma con sus principios religiosos. 
En algunos de ellos, se puede ver populares canciones de reggaetón, con letras modificadas para ser alabanzas a Jesús, pero el video que causó sensación fue uno en el que un seguidor cuestiona a la joven sobre su vida amorosa. 
“¿Qué pasaría si te enamoras de algún hombre, puedes seguir siendo religiosa?”, preguntó un usuario de Tik Tok. 
Seguramente estás pensando que para la religiosa resultó ofensiva la pregunta, pero no fue así, con mucho respeto Judith se abrió ante su público y respondió la duda. 
“Si, puede pasar que yo llegara a enamorarme de un hombre, por que antes de ser religiosa, soy mujer”, dijo la católica. 
Pero las cosas no son tan sencillas como a cualquier persona, ya que de acuerdo con lo explicado por Judith, ella como monja tiene una relación esponsal con Dios y por lo tanto, le debe la fidelidad que merece. 
“Si yo me enamorara y decidiera que quiero casarme con ese hombre, tendría que pedir mi dispensa de votos, en este caso a la Superiora General, por que yo tengo votos temporales. Si tuviera votos perpetuos, tendría que generar mi dispensa de votos hasta Roma y que la Santa Sede dispense mis votos” explicó la monja. 
De este modo, Judith de Jesús logró resolver la incógnita a miles de personas que no están tan apegadas a la religión Católica, para conocer un poco acerca de las relaciones amorosas en esta situación. 
Independientemente de las creencias religiosas de cada uno, vale la pena echarle un ojo al Tik Tok de esta jovencita, ya que es una muestra de que ser religioso no va de la mano con ser una persona súper estricta y seria.

 
 
 

Ver esta publicación en Instagram

Monja revela qué pasaría si se enamorara de un hombre 
Una publicación compartida de  El Gráfico (@elgraficomx) el 10 Jun, 2020 a las 3:08 PDT



 
 
 

Ver esta publicación en Instagram

¿Las monjas son aburridas?
Una publicación compartida de  El Gráfico (@elgraficomx) el 10 Jun, 2020 a las 3:09 PDT


",
"
Ante la crisis sanitaria por la que atraviesan México y el mundo por la propagación del Covid-19, esta casa editorial informa a todos sus lectores que en el proceso de impresión, los ejemplares de EL UNIVERSAL son sanitizados.
Además, el personal de las rotativas, al igual que el equipo de voceadores, utilizan guantes y cubrebocas como medida de protección. El propósito de este diario es mantener al coronavirus fuera de nuestras páginas.
Según la Organización Mundial de la Salud (OMS), tocar periódicos no representa riesgo para contraer este virus. Sin embargo, seguimos acatando las recomendaciones de la autoridad sanitaria para evitar el riesgo en su posible propagación.
Mira el video:

El propósito de @El_Universal_Mx es mantener al coronavirus fuera de nuestras páginas. En el proceso de impresión nuestros ejemplares son sanitizados. La información veraz es la mejor vacuna contra el coronavirus pic.twitter.com/LRG6abXSoT
 — El Universal (@El_Universal_Mx) June 11, 2020
  
hm
",EL UNIVERSAL sanitiza sus ejemplares. Video
"





La Secretaría de Educación Pública (SEP) presentó el nuevo calendario escolar por coronavirus Covid-19.
Se trata de unl plan de regreso a clases escalonado, el cual estará en en función de las condiciones marcadas en el semáforo de Covid-19 ante la nueva normalidad por coronavirus.
El regreso a clases solo será posible en caso de que el semáforo Covid-19 se encuentre en verde.
¿Cuándo acaban las clases en línea de Aprende en casa?
La última semana de clases a través del sistema Aprende en casa es ésta, del 1 al 5 de junio.
¿Cuándo es el regreso a clases 2020?
Si el semáforo Covid-19 está en verde, el regreso a clases presencial en México será el próximo lunes 10 de agosto.
¿Cuándo son las vacaciones de verano 2020?
Aunque no habrá vacaciones como tal, pues debemos permanecer en casa atendiendo las medidas de sana distancia y el semáforo de coronavirus, el receso entre ciclos escolares para los alumnos inicia el 8 de junio.
En tanto que los maestros realizarán una valoración del ciclo escolar del 8 al 12 de junio y tendrán labores administrativas del 15 al 19. El receso magisterial de verano será del 22 de junio al 17 de julio.
¿Cuándo es el próximo Consejo Técnico Escolar (CTE)?
Las dos últimas semanas de julio se realizará el Consejo Técnico Escolar (CTE).
Inscripciones ciclo escolar 2020-2021
Del 3 al 7 de agosto será la semana de sanitización de planteles e inscripciones.
Curso remedial 
En las primeras semanas de clases, del 10 al 28 de agosto, se impartirá para un curso remedial para los niños.
El curso remedial de nivelación que permitirá una evaluación diagnóstica para detectar personalizadamente por alumno el nivel de aprovechamiento y posibles rezagos en el aprendizaje.
Este curso durará tres semanas y para guardar la sana distancia la asistencia será alternada. Por ejemplo, lunes y miércoles irán de A a la N y martes y jueves de la M a la Z, y los viernes el 50 por ciento del salón que tenga mayor rezago serán los que atenderán este curso remedial.
Nuevo calendario escolar de la SEP 2020-2021
El nuevo ciclo escolar 2020-2021 iniciará como tal el 31 de agosto.
Regreso a clases educación media superior
En el caso de preparatorias y bachilleratos, habrá un curso remedial del 3 al 28 de agosto. 
El ciclo escolar 2020-2021 iniciará el próximo 21 de septiembre.
MÁS INFORMACIÓN SOBRE EL REGRESO A CLASES ESCALONADO:


Nueva Escuela Mexicana en la nueva normalidad post coronavirus
Esteban Moctezuma presenta plan de regreso a clases escalonado 


Examen COMIPEMS 2020 se pospone por Covid-19; conoce la nueva fecha
 
Calendario Regreso a Clases... by Laura Islas on Scribd

",Nuevo calendario escolar por coronavirus Covid-19 para imprimir
